id,listing_url,season,host_response_time,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,room_type,accommodates,bedrooms,price,minimum_nights,number_of_reviews,review_scores_rating
413,https://www.airbnb.com/rooms/12164740,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,3,1,1132,1,400,4.90
414,https://www.airbnb.com/rooms/12193188,Spring_2025,within a few hours,100%,79%,email/phone,Praha 10,Entire home/apt,4,1,1869,3,66,4.95
415,https://www.airbnb.com/rooms/10166214,Spring_2025,within an hour,94%,100%,email/phone,Praha 1,Entire home/apt,4,1,1206,1,92,4.53
416,https://www.airbnb.com/rooms/12205488,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,4,1,1596,2,395,4.81
417,https://www.airbnb.com/rooms/12276703,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,3100,1,340,4.86
418,https://www.airbnb.com/rooms/10166332,Spring_2025,within an hour,94%,100%,email/phone,Praha 1,Entire home/apt,4,1,1298,1,82,4.45
419,https://www.airbnb.com/rooms/10203116,Spring_2025,within an hour,99%,100%,email/phone,Praha 2,Entire home/apt,3,1,1191,1,318,4.81
420,https://www.airbnb.com/rooms/10220556,Spring_2025,within an hour,100%,88%,email/phone,Praha 1,Entire home/apt,2,1,975,2,77,4.78
421,https://www.airbnb.com/rooms/12352034,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,2,1,1137,1,493,4.94
422,https://www.airbnb.com/rooms/12372372,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,2,2,2372,3,105,4.86
423,https://www.airbnb.com/rooms/12401610,Spring_2025,within an hour,100%,87%,email/phone,Praha 1,Entire home/apt,2,1,2992,1,71,4.89
424,https://www.airbnb.com/rooms/10244453,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,2396,2,549,4.62
425,https://www.airbnb.com/rooms/10276444,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 6,Entire home/apt,3,1,1357,2,447,4.88
426,https://www.airbnb.com/rooms/10312861,Spring_2025,within an hour,100%,100%,email/phone,Praha 5,Entire home/apt,4,1,1397,3,154,4.75
427,https://www.airbnb.com/rooms/10337647,Spring_2025,a few days or more,13%,0%,email/phone,Praha 5,Entire home/apt,5,2,915,1,21,4.67
428,https://www.airbnb.com/rooms/10371474,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 6,Entire home/apt,4,1,1137,3,114,4.80
429,https://www.airbnb.com/rooms/10404157,Spring_2025,within an hour,91%,94%,email/phone/work_email,Praha 1,Entire home/apt,5,2,1803,1,83,4.51
430,https://www.airbnb.com/rooms/12416680,Spring_2025,within an hour,100%,97%,email/phone,Praha 1,Entire home/apt,3,1,1898,1,106,4.94
431,https://www.airbnb.com/rooms/12417633,Spring_2025,within an hour,100%,97%,email/phone,Praha 5,Entire home/apt,2,1,2021,1,51,4.96
432,https://www.airbnb.com/rooms/10610426,Spring_2025,within an hour,100%,98%,email/phone,Praha 1,Entire home/apt,2,1,1675,3,535,4.84
433,https://www.airbnb.com/rooms/10707220,Spring_2025,within a day,100%,78%,email/phone,Praha 3,Entire home/apt,4,2,4863,2,44,4.73
434,https://www.airbnb.com/rooms/10741215,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2918,1,11,4.82
435,https://www.airbnb.com/rooms/10756915,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2584,1,20,4.85
436,https://www.airbnb.com/rooms/10756919,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2183,1,25,4.92
437,https://www.airbnb.com/rooms/10756924,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2183,1,18,4.67
438,https://www.airbnb.com/rooms/10818320,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,2445,1,21,4.90
439,https://www.airbnb.com/rooms/10829303,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2918,1,11,5.00
440,https://www.airbnb.com/rooms/12592290,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,3,1,1107,3,64,4.19
441,https://www.airbnb.com/rooms/12604635,Spring_2025,within an hour,100%,96%,email/phone,Praha 1,Entire home/apt,4,1,2629,1,79,4.89
442,https://www.airbnb.com/rooms/13465455,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,5,2,1936,1,314,4.91
443,https://www.airbnb.com/rooms/13482301,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,5,2,2280,2,456,4.76
444,https://www.airbnb.com/rooms/13482813,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,2,1,720,3,51,4.90
445,https://www.airbnb.com/rooms/12636106,Spring_2025,within an hour,100%,99%,email/phone,Praha 3,Entire home/apt,2,1,1260,2,170,4.93
446,https://www.airbnb.com/rooms/12688801,Spring_2025,within an hour,100%,98%,email/phone,Praha 1,Entire home/apt,4,2,2674,1,89,4.75
447,https://www.airbnb.com/rooms/12700336,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,2,1,2027,4,171,4.96
448,https://www.airbnb.com/rooms/12705636,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,1789,4,293,4.72
449,https://www.airbnb.com/rooms/12776656,Spring_2025,within an hour,100%,99%,email/phone,Praha 6,Entire home/apt,4,2,1359,3,233,4.93
450,https://www.airbnb.com/rooms/13490073,Spring_2025,within an hour,100%,99%,email/phone,Praha 7,Entire home/apt,4,1,907,2,356,4.82
451,https://www.airbnb.com/rooms/12816474,Spring_2025,within an hour,90%,98%,email/phone,Praha 1,Entire home/apt,5,1,2484,2,60,4.63
452,https://www.airbnb.com/rooms/12859261,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 5,Entire home/apt,2,1,1428,2,88,4.84
453,https://www.airbnb.com/rooms/12877711,Spring_2025,within an hour,90%,98%,email/phone,Praha 1,Entire home/apt,4,1,2557,2,7,4.29
454,https://www.airbnb.com/rooms/12879539,Spring_2025,within a day,100%,50%,email/phone,Praha 2,Entire home/apt,2,1,1300,6,37,4.81
455,https://www.airbnb.com/rooms/12897815,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2221,2,420,4.64
456,https://www.airbnb.com/rooms/13600938,Spring_2025,within a day,100%,84%,email/phone,Praha 1,Entire home/apt,5,2,2261,2,153,4.72
457,https://www.airbnb.com/rooms/13610009,Spring_2025,within an hour,100%,76%,email/phone/work_email,Praha 4,Entire home/apt,2,1,1162,1,88,4.90
458,https://www.airbnb.com/rooms/13614104,Spring_2025,within a day,100%,75%,email/phone,Praha 7,Entire home/apt,4,2,1557,2,347,4.95
459,https://www.airbnb.com/rooms/12938006,Spring_2025,a few days or more,25%,20%,email/phone,Praha 6,Entire home/apt,4,1,1200,2,17,4.29
460,https://www.airbnb.com/rooms/12953058,Spring_2025,within a day,60%,16%,email/phone,Praha 1,Entire home/apt,4,2,1908,4,64,4.69
461,https://www.airbnb.com/rooms/12960229,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,4,2,1910,1,278,4.90
462,https://www.airbnb.com/rooms/12987070,Spring_2025,within an hour,100%,99%,email/phone,Praha 5,Entire home/apt,2,1,2152,2,401,4.99
463,https://www.airbnb.com/rooms/13008286,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 6,Entire home/apt,4,1,1193,6,63,4.89
464,https://www.airbnb.com/rooms/13747122,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,5,2,2747,2,216,4.84
465,https://www.airbnb.com/rooms/13768194,Spring_2025,within an hour,100%,100%,email/phone,Praha 10,Entire home/apt,2,1,999,5,253,4.77
466,https://www.airbnb.com/rooms/13776074,Spring_2025,within an hour,100%,100%,email/phone,Praha 5,Entire home/apt,4,1,786,2,455,4.91
467,https://www.airbnb.com/rooms/13779427,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,2,1,2380,3,83,4.98
468,https://www.airbnb.com/rooms/13011328,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,2,1,2423,1,197,4.94
469,https://www.airbnb.com/rooms/13053468,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,5,1,2014,1,48,4.79
470,https://www.airbnb.com/rooms/13074959,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,4,2,1470,2,399,4.92
471,https://www.airbnb.com/rooms/13806438,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,2,3521,1,104,4.76
472,https://www.airbnb.com/rooms/13844577,Spring_2025,within an hour,100%,96%,email/phone/work_email,Praha 3,Entire home/apt,2,1,1162,2,118,4.80
473,https://www.airbnb.com/rooms/13870098,Spring_2025,within an hour,100%,100%,phone,Praha 3,Entire home/apt,2,1,1203,2,470,4.90
474,https://www.airbnb.com/rooms/13873242,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1833,2,64,4.88
475,https://www.airbnb.com/rooms/13881059,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,3,1,2476,2,254,4.85
476,https://www.airbnb.com/rooms/13881282,Spring_2025,within an hour,100%,97%,email/phone,Praha 6,Entire home/apt,4,1,2172,2,308,4.97
477,https://www.airbnb.com/rooms/13158980,Spring_2025,within an hour,90%,98%,email/phone,Praha 1,Entire home/apt,5,2,2500,2,70,4.69
478,https://www.airbnb.com/rooms/13172051,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2305,2,490,4.97
479,https://www.airbnb.com/rooms/13902879,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,2435,2,387,4.94
480,https://www.airbnb.com/rooms/13905712,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,2,3792,1,11,4.45
481,https://www.airbnb.com/rooms/13254939,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,10574,2,22,4.86
482,https://www.airbnb.com/rooms/13255149,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,11749,1,9,4.67
483,https://www.airbnb.com/rooms/13933164,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,1524,2,398,4.87
484,https://www.airbnb.com/rooms/13982823,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,1255,2,533,4.85
485,https://www.airbnb.com/rooms/14050170,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 4,Entire home/apt,2,1,1529,4,346,4.92
486,https://www.airbnb.com/rooms/13255722,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,10596,2,10,5.00
487,https://www.airbnb.com/rooms/13255969,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,11749,2,18,4.78
488,https://www.airbnb.com/rooms/13275157,Spring_2025,within an hour,100%,97%,email/phone,Praha 6,Entire home/apt,2,1,949,2,108,4.94
489,https://www.airbnb.com/rooms/14172447,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,5,1,1465,2,395,4.40
490,https://www.airbnb.com/rooms/13302553,Spring_2025,within an hour,100%,79%,email/phone,Praha 2,Entire home/apt,4,1,1971,2,75,4.89
491,https://www.airbnb.com/rooms/13310208,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,4,2,1495,2,359,4.93
492,https://www.airbnb.com/rooms/14191673,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,2,5568,1,443,4.74
493,https://www.airbnb.com/rooms/14206979,Spring_2025,within an hour,100%,99%,email/phone,Praha 1,Entire home/apt,4,2,1759,2,283,4.83
494,https://www.airbnb.com/rooms/13331203,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,5,2,1871,6,208,4.99
495,https://www.airbnb.com/rooms/13345698,Spring_2025,within a few hours,75%,8%,email/phone,Praha 5,Entire home/apt,3,1,1229,3,47,4.72
496,https://www.airbnb.com/rooms/13370929,Spring_2025,within a few hours,100%,90%,email/phone,Praha 1,Entire home/apt,2,1,1711,2,156,4.72
497,https://www.airbnb.com/rooms/13405618,Spring_2025,within an hour,90%,100%,email/phone,Praha 2,Entire home/apt,3,1,913,2,91,4.62
498,https://www.airbnb.com/rooms/14234684,Spring_2025,within an hour,100%,83%,email/phone,Praha 5,Entire home/apt,2,1,1109,1,50,4.66
499,https://www.airbnb.com/rooms/14242839,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 6,Entire home/apt,4,1,1757,1,263,4.90
500,https://www.airbnb.com/rooms/13421563,Spring_2025,within an hour,100%,68%,email/phone,Praha 4,Entire home/apt,4,1,1194,2,67,4.93
501,https://www.airbnb.com/rooms/14720058,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,1,2443,1,28,4.00
503,https://www.airbnb.com/rooms/14352902,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,5,2,803,1,335,4.44
505,https://www.airbnb.com/rooms/14414408,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,1229,1,591,4.91
506,https://www.airbnb.com/rooms/14773901,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,1350,2,26,4.92
507,https://www.airbnb.com/rooms/14830753,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,4,2,2980,1,200,4.76
508,https://www.airbnb.com/rooms/14496461,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,2302,2,350,4.88
509,https://www.airbnb.com/rooms/14831773,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,4,2,3773,1,54,4.78
510,https://www.airbnb.com/rooms/14834345,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,5,2,3254,2,388,4.84
511,https://www.airbnb.com/rooms/14834982,Spring_2025,within a few hours,100%,94%,email/phone,Praha 9,Entire home/apt,2,1,949,2,172,4.88
512,https://www.airbnb.com/rooms/14850113,Spring_2025,within an hour,100%,83%,email/phone,Praha 5,Entire home/apt,2,1,865,3,47,4.66
513,https://www.airbnb.com/rooms/14854167,Spring_2025,within an hour,100%,100%,email/phone,Praha 5,Entire home/apt,2,1,5058,2,264,4.96
514,https://www.airbnb.com/rooms/15011614,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,5,2,2475,2,211,4.89
515,https://www.airbnb.com/rooms/15079214,Spring_2025,within an hour,100%,95%,email/phone,Praha 10,Entire home/apt,3,1,1174,2,99,4.97
516,https://www.airbnb.com/rooms/15110499,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,2,1,1000,1,384,4.71
517,https://www.airbnb.com/rooms/14611669,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,3,1,1333,3,55,4.33
518,https://www.airbnb.com/rooms/14662101,Spring_2025,a few days or more,0%,0%,email/phone,Praha 7,Entire home/apt,2,1,941,5,17,4.76
519,https://www.airbnb.com/rooms/14663178,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,4,2,3420,3,74,4.88
520,https://www.airbnb.com/rooms/14677588,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,1334,2,268,4.38
521,https://www.airbnb.com/rooms/15112680,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 3,Entire home/apt,4,1,1602,2,96,4.90
522,https://www.airbnb.com/rooms/15113705,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,4,1,1171,1,469,4.83
523,https://www.airbnb.com/rooms/15137611,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,4,1,2073,3,44,4.70
524,https://www.airbnb.com/rooms/15153136,Spring_2025,within an hour,100%,0%,email/phone,Praha 9,Entire home/apt,3,1,3038,1,65,4.80
525,https://www.airbnb.com/rooms/15879158,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 8,Entire home/apt,2,1,1553,2,73,4.86
526,https://www.airbnb.com/rooms/15158288,Spring_2025,within an hour,100%,81%,email/phone,Praha 2,Entire home/apt,4,1,1319,3,51,4.90
527,https://www.airbnb.com/rooms/15171124,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,2,3522,1,85,4.54
528,https://www.airbnb.com/rooms/15171500,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,5,1,3578,1,10,4.70
529,https://www.airbnb.com/rooms/15172463,Spring_2025,within a few hours,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,1,4002,1,8,4.88
530,https://www.airbnb.com/rooms/15258862,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,4653,2,98,4.96
531,https://www.airbnb.com/rooms/15262754,Spring_2025,within an hour,100%,83%,email/phone/work_email,Praha 5,Entire home/apt,3,1,900,6,32,4.88
532,https://www.airbnb.com/rooms/15265825,Spring_2025,within an hour,100%,100%,email/phone,Praha 4,Entire home/apt,3,2,2882,2,129,4.92
533,https://www.airbnb.com/rooms/15940367,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,2,1,1093,2,299,4.88
534,https://www.airbnb.com/rooms/15290826,Spring_2025,within an hour,100%,96%,email/phone,Praha 2,Entire home/apt,2,1,1575,5,9,4.89
535,https://www.airbnb.com/rooms/15331637,Spring_2025,within an hour,100%,74%,email/phone,Praha 4,Entire home/apt,4,1,2121,2,59,4.97
536,https://www.airbnb.com/rooms/15334845,Spring_2025,within an hour,90%,100%,email/phone/work_email,Praha 4,Entire home/apt,4,2,2083,3,192,4.90
537,https://www.airbnb.com/rooms/15354551,Spring_2025,within an hour,100%,100%,email/phone,Praha 2,Entire home/apt,5,2,2163,2,454,4.79
538,https://www.airbnb.com/rooms/15390165,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,3670,2,68,4.60
539,https://www.airbnb.com/rooms/15995161,Spring_2025,within an hour,100%,100%,email/phone,Praha 6,Entire home/apt,4,1,1000,1,280,4.81
540,https://www.airbnb.com/rooms/16023617,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,3348,1,9,4.89
541,https://www.airbnb.com/rooms/15417158,Spring_2025,within a few hours,100%,61%,email/phone,Praha 1,Entire home/apt,4,2,4497,3,85,4.95
542,https://www.airbnb.com/rooms/15446191,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 8,Entire home/apt,2,1,1435,4,105,4.78
543,https://www.airbnb.com/rooms/15447400,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 8,Entire home/apt,3,1,1639,4,131,4.82
544,https://www.airbnb.com/rooms/15491731,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,5,2,3100,1,78,4.49
545,https://www.airbnb.com/rooms/15538649,Spring_2025,within a few hours,100%,92%,email/phone,Praha 5,Entire home/apt,2,1,1335,4,44,4.82
546,https://www.airbnb.com/rooms/16116473,Spring_2025,within an hour,100%,100%,email/phone,Praha 9,Entire home/apt,2,1,873,2,246,4.78
547,https://www.airbnb.com/rooms/15550188,Spring_2025,within a few hours,100%,42%,email/phone,Praha 10,Entire home/apt,4,2,2514,2,27,4.67
548,https://www.airbnb.com/rooms/15576346,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 9,Entire home/apt,4,1,932,1,101,4.86
549,https://www.airbnb.com/rooms/15580987,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 2,Entire home/apt,4,1,759,1,271,4.27
550,https://www.airbnb.com/rooms/16182757,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1009,3,63,4.54
551,https://www.airbnb.com/rooms/16190602,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 11,Entire home/apt,5,3,1805,2,45,4.96
552,https://www.airbnb.com/rooms/15657094,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1952,2,143,4.87
553,https://www.airbnb.com/rooms/15657708,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,2073,2,144,4.92
554,https://www.airbnb.com/rooms/15657865,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,1411,1,348,4.72
555,https://www.airbnb.com/rooms/15658079,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,2127,2,9,4.56
556,https://www.airbnb.com/rooms/15658215,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,2187,2,122,4.93
557,https://www.airbnb.com/rooms/15658480,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1993,2,36,4.81
558,https://www.airbnb.com/rooms/16238720,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,2,1,679,2,272,4.82
559,https://www.airbnb.com/rooms/16246732,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 11,Entire home/apt,5,3,2375,4,138,4.90
560,https://www.airbnb.com/rooms/16263919,Spring_2025,within an hour,89%,66%,email/phone,Praha 5,Entire home/apt,2,1,1955,2,14,4.86
561,https://www.airbnb.com/rooms/15659399,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,2,2206,2,219,4.92
562,https://www.airbnb.com/rooms/15719668,Spring_2025,within an hour,100%,98%,email/phone,Praha 7,Entire home/apt,2,1,1411,2,281,4.98
563,https://www.airbnb.com/rooms/15749959,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,5,1,2989,1,95,4.84
564,https://www.airbnb.com/rooms/16266026,Spring_2025,within an hour,100%,99%,email/phone,Praha 5,Entire home/apt,2,1,1021,2,291,4.77
565,https://www.airbnb.com/rooms/16269463,Spring_2025,within an hour,100%,99%,email/phone,Praha 5,Entire home/apt,2,1,1009,2,240,4.80
566,https://www.airbnb.com/rooms/16323668,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 1,Entire home/apt,5,1,1876,3,59,4.81
567,https://www.airbnb.com/rooms/15759088,Spring_2025,within an hour,100%,100%,email/phone,Praha 4,Entire home/apt,4,1,1528,2,234,4.77
568,https://www.airbnb.com/rooms/15793324,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,3,1,861,1,119,4.87
569,https://www.airbnb.com/rooms/15799156,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 1,Entire home/apt,2,1,1661,3,87,4.70
570,https://www.airbnb.com/rooms/16331907,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 1,Entire home/apt,4,1,1768,3,131,4.77
571,https://www.airbnb.com/rooms/16334023,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 1,Entire home/apt,4,1,1625,3,111,4.84
572,https://www.airbnb.com/rooms/16334722,Spring_2025,within an hour,100%,95%,email/phone/work_email,Praha 1,Entire home/apt,5,1,2019,3,49,4.61
573,https://www.airbnb.com/rooms/16337333,Spring_2025,within an hour,100%,92%,email/phone,Praha 3,Entire home/apt,3,1,1442,1,656,4.97
574,https://www.airbnb.com/rooms/16345062,Spring_2025,within an hour,100%,92%,email/phone,Praha 3,Entire home/apt,3,1,1224,1,690,4.97
575,https://www.airbnb.com/rooms/15861130,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,3,1,1491,2,157,4.80
576,https://www.airbnb.com/rooms/17094474,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 5,Entire home/apt,4,1,4004,3,108,4.99
577,https://www.airbnb.com/rooms/16359755,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,1324,2,610,4.90
578,https://www.airbnb.com/rooms/16397927,Spring_2025,within an hour,100%,99%,email/phone,Praha 1,Entire home/apt,4,2,1764,2,248,4.77
579,https://www.airbnb.com/rooms/16426155,Spring_2025,within a day,100%,100%,email/phone,Praha 7,Entire home/apt,2,1,2134,2,114,4.82
580,https://www.airbnb.com/rooms/17167567,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 2,Entire home/apt,5,2,3106,1,30,4.90
581,https://www.airbnb.com/rooms/17183122,Spring_2025,within an hour,98%,85%,email/phone,Praha 3,Entire home/apt,4,2,879,1,16,4.31
582,https://www.airbnb.com/rooms/17223023,Spring_2025,within an hour,100%,99%,email/phone,Praha 1,Entire home/apt,5,2,5274,3,133,4.96
583,https://www.airbnb.com/rooms/17245371,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1578,1,470,4.62
584,https://www.airbnb.com/rooms/17247456,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,2,1,2027,2,358,4.95
585,https://www.airbnb.com/rooms/17274978,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1501,1,436,4.71
586,https://www.airbnb.com/rooms/17280996,Spring_2025,within an hour,100%,90%,email/phone,Praha 1,Entire home/apt,4,2,4406,2,13,4.85
587,https://www.airbnb.com/rooms/17281002,Spring_2025,within an hour,100%,90%,email/phone,Praha 1,Entire home/apt,4,2,4406,2,9,4.89
588,https://www.airbnb.com/rooms/16438657,Spring_2025,within an hour,100%,99%,email/phone,Praha 5,Entire home/apt,3,1,1234,1,374,4.75
589,https://www.airbnb.com/rooms/16460938,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,4,1,1300,1,193,4.75
590,https://www.airbnb.com/rooms/16466496,Spring_2025,within an hour,100%,100%,email/phone/work_email,Praha 1,Entire home/apt,4,1,1877,2,248,4.87
591,https://www.airbnb.com/rooms/16467027,Spring_2025,within an hour,100%,97%,email/phone,Praha 6,Entire home/apt,2,1,1017,2,214,4.96
592,https://www.airbnb.com/rooms/16475152,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,4,1,2044,1,250,4.61
593,https://www.airbnb.com/rooms/16476032,Spring_2025,within an hour,100%,99%,email/phone/work_email,Praha 1,Entire home/apt,5,1,2442,2,56,4.82
594,https://www.airbnb.com/rooms/16485798,Spring_2025,within an hour,100%,98%,email/phone,Praha 4,Entire home/apt,5,1,1118,4,75,4.80
595,https://www.airbnb.com/rooms/16502658,Spring_2025,within an hour,100%,98%,email/phone,Praha 1,Entire home/apt,2,1,1552,3,344,4.81
596,https://www.airbnb.com/rooms/17281083,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,3,1,1552,1,464,4.61
597,https://www.airbnb.com/rooms/17297065,Spring_2025,within an hour,100%,100%,email/phone,Praha 1,Entire home/apt,4,1,2136,2,97,4.93
598,https://www.airbnb.com/rooms/17300879,Spring_2025,within an hour,100%,100%,email/phone,Praha 3,Entire home/apt,2,1,1434,2,288,4.90
599,https://www.airbnb.com/rooms/17306044,Spring_2025,within an hour,85%,100%,email/phone/work_email,Praha 1,Entire home/apt,5,1,2037,2,14,4.50
600,https://www.airbnb.com/rooms/17341580,Spring_2025,within an hour,100%,100%,phone,Praha 3,Entire home/apt,2,1,1400,2,270,4.89
601,https://www.airbnb.com/rooms/16514564,Spring_2025,within an hour,100%,100%,email/phone,Praha 7,Entire home/apt,2,1,1950,2,481,4.93
